Nzale Verified
Museveni PROPN
amesema VERB
kwamba SCONJ
mafuta NOUN
ambayo ADJ
yanatarajiwa VERB
kuanza NOUN
kuchimbwa NOUN
hivi ADV
karibuni ADV
, PUNCT
ni AUX
hatua NOUN
nzuri ADJ
sana ADV
itakayoimarisha VERB
uchumi NOUN
wa ADJ
mji NOUN
huo ADJ
na CCONJ
Uganda PROPN
kwa ADJ
jumla ADJ
. PUNCT

" PUNCT
Imetumia VERB
miaka NOUN
14 NUM
tangu ADV
tulipogundua VERB
kwamba SCONJ
tuna VERB
utajiri NOUN
wa ADJ
mafuta NOUN
lakini CCONJ
kampuni NOUN
za ADJ
kuchimba NOUN
mafuta NOUN
zimekuwa AUX
zikituchelewesha VERB
kupata NOUN
utajiri NOUN
huo ADJ
. PUNCT

Hatimaye ADV
tumekubaliana VERB
nao PRON
na CCONJ
sasa ADV
yuaanza VERB
kuchimba NOUN
. PUNCT
" PUNCT

Amesema VERB
Museveni PROPN
katika ADP
mkutano NOUN
na ADP
wafuasi NOUN
wa ADJ
chama NOUN
chake ADJ
cha ADJ
National ADJ
resistance NOUN
Movement NOUN
NRM PROPN
. PUNCT

Ujumbe NOUN
muhimu ADJ
wa ADJ
Museveni PROPN
kwa ADP
wapiga NOUN
kura NOUN
ni AUX
kwamba SCONJ
anagombea VERB
mhula NOUN
wa ADJ
sita ADJ
madarakani NOUN
ili SCONJ
kulinda NOUN
hali NOUN
ya ADJ
baadaye ADV
ya ADJ
raia NOUN
wote ADJ
wa ADJ
Uganda PROPN
. PUNCT

Gen NOUN
. PUNCT
Mugisha PROPN
Muntu PROPN
, PUNCT
Gen NOUN
. PUNCT
Tumukunde PROPN
na CCONJ
Nobert PROPN
Mao PROPN
Aliyekuwa AUX
kiongozi NOUN
wa ADJ
chama NOUN
cha ADJ
Forum NOUN
for ADJ
Democratic ADJ
change NOUN
, PUNCT
ambaye ADJ
sasa ADV
ni AUX
kiongozi NOUN
wa ADJ
chama NOUN
cha ADJ
Alliance NOUN
for ADJ
National ADJ
Transformation NOUN
Major NOUN
Gen NOUN
. PUNCT
Mugisha PROPN
Muntu PROPN
, PUNCT
amezindua VERB
kampeni NOUN
yake ADJ
jijini ADV
Kampala PROPN
, PUNCT
akisisitiza VERB
kwamba SCONJ
jiji NOUN
hilo ADJ
lina VERB
changamoto NOUN
nyingi ADJ
ikiwemo VERB
mfumo NOUN
mbovu ADJ
wa ADJ
usafiri NOUN
licha SCONJ
ya SCONJ
kuwa AUX
kitovu NOUN
cha ADJ
uchumi NOUN
wa ADJ
Uganda PROPN
. PUNCT

" PUNCT
Kampala PROPN
ni AUX
moyo NOUN
wa ADJ
nchi NOUN
yetu ADJ
lakini CCONJ
jiji NOUN
hili ADJ
limejaa VERB
changamoto NOUN
chungu ADJ
nzima ADJ
ambazo ADJ
zinaathiri VERB
kwa ADP
kiasi NOUN
kikubwa ADJ
sehemu NOUN
nyingine ADJ
za ADJ
nchi NOUN
. PUNCT

Hii PRON
inatokana VERB
na SCONJ
mipangilio NOUN
mbovu ADJ
ambayo ADJ
imeathiri VERB
pia ADV
shughuli NOUN
za ADJ
biashara NOUN
. PUNCT

Haya PRON
ni AUX
matatizo NOUN
ambayo ADJ
tutatatua VERB
tutakapoingia VERB
madarakani NOUN
mwaka ADV
ujao ADV
2021 NUM
. PUNCT
" PUNCT

Amesema VERB
Mugisha PROPN
Muntu PROPN
. PUNCT

Aliyekuwa AUX
waziri NOUN
wa ADJ
usalama NOUN
Generali NOUN
Henry PROPN
Tukunde PROPN
amefanya VERB
kampeni NOUN
yake ADJ
magharibi ADP
mwa ADP
Uganda PROPN
katika ADP
wilaya NOUN
za ADJ
Rubanda PROPN
, PUNCT
Rukiga PROPN
na CCONJ
Kabale PROPN
akiwahimiza VERB
wafuasi NOUN
wake ADJ
kumchagua NOUN
kwa ADP
ahadi NOUN
ya ADJ
kile PRON
anataja VERB
kama ADV

" PUNCT
Uganda PROPN
mpya ADJ
. PUNCT
" PUNCT

Tumukunde PROPN
alifutwa VERB
kazi NOUN
na ADP
rais NOUN
Yoweri PROPN
Museveni PROPN
mwaka ADV
2018 NUM
baada ADP
ya ADP
kutofautiana NOUN
hadharani ADJ
na ADP
aliyekuwa AUX
mkuu NOUN
wa ADJ
polisi NOUN
Generali NOUN
Kale PROPN
Kayihura PROPN
. PUNCT

Amekamatwa VERB
na CCONJ
kufikishwa NOUN
katika ADP
mahakama NOUN
ya ADJ
kijeshi ADJ
, PUNCT
akidaiwa VERB
kumiliki NOUN
sare NOUN
na CCONJ
silaha NOUN
za ADJ
kijeshi ADJ
. PUNCT

Kiongozi NOUN
wa ADJ
chama NOUN
cha ADJ
- PUNCT
DP PROPN
Democratic ADJ
, PUNCT
Nobert PROPN
Mao PROPN
, PUNCT
anatarajiwa VERB
kuzindua NOUN
kampeni NOUN
yake ADJ
Jumatano NOUN
. PUNCT

Kukosekana NOUN
kwa ADP
Besigye PROPN
katika ADP
kinyang'anyiro NOUN
cha ADJ
urais NOUN
Mgombea NOUN
wa ADJ
urais NOUN
mara ADJ
nne ADJ
bila ADP
mafanikio NOUN
Dkt NOUN
Kiiza PROPN
Besigye PROPN
hayupo VERB
kwenye ADP
orodha NOUN
ya ADJ
wagombea NOUN
mwaka NOUN
huu ADJ
baada ADP
ya ADP
kusema NOUN
kwamba SCONJ
kuendelea NOUN
kugombea NOUN
nafasi NOUN
hiyo ADJ
dhidi SCONJ
ya SCONJ
rais NOUN
Yoweri PROPN
Museveni PROPN
ni AUX
kupoteza NOUN
muda NOUN
. PUNCT

Besigye PROPN
amesema VERB
kwamba SCONJ
ana VERB
mpango NOUN
mbadala ADJ
wa ADJ
kumuondoa NOUN
madarakani NOUN
Yoweri PROPN
Museveni PROPN
, PUNCT
japo SCONJ
hajasema VERB
wazi ADV
ni AUX
mpango NOUN
gani ADJ
na CCONJ
amesema VERB
kwamba SCONJ
atawafanyia VERB
kampeni NOUN
wagombea NOUN
ambao ADJ
wanaunga VERB
mkono NOUN
mpango NOUN
wake ADJ
. PUNCT

Wagombea NOUN
wa ADJ
urais NOUN
Uganda PROPN
mwaka NOUN
2021 NUM
Wagombea NOUN
wa ADJ
urais NOUN
ni AUX
11 NUM
. PUNCT

Wanaume NOUN
10 NUM
na CCONJ
mwanamke NOUN
mmoja ADJ
. PUNCT

Orodha NOUN
ya ADJ
wagombea NOUN
urais NOUN
ni AUX
kama AUX
ifuatayo ADJ
Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Baadhi SCONJ
ya SCONJ
wanasiasa NOUN
waliokuwa AUX
wanamuunga VERB
mkono NOUN
rais NOUN
Mstaafu ADJ
wa ADJ
Jamhuri NOUN
ya ADJ
kidemokrasia ADJ
ya ADJ
Congo PROPN
Joseph PROPN
Kabila PROPN
wameeleza VERB
kumuunga NOUN
mkono NOUN
rais NOUN
wa ADJ
sasa ADJ
Felix PROPN
Tshisekedi PROPN
. PUNCT

Wanasiasa NOUN
hao ADJ
wameanza VERB
kujiondoa NOUN
kutoka ADP
vyama NOUN
vyao ADJ
vya ADJ
kisiasa ADJ
na CCONJ
kujiunga NOUN
na ADP
chama NOUN
kipya ADJ
cha ADJ
rais NOUN
Tshisekedi PROPN
cha ADJ
muungano NOUN
wa ADJ
taifa NOUN
. PUNCT

Chama NOUN
hicho ADJ
kiliundwa VERB
masaa ADV
machache ADV
baada ADP
ya ADP
Tshisehedi PROPN
kutangaza NOUN
kuvunja NOUN
makubaliano NOUN
kati ADP
yake PRON
na CCONJ
Kabila PROPN
wiki ADV
iliyopita VERB
, PUNCT
akitaja VERB
tofauti NOUN
ya ADJ
kimaono ADJ
namna NOUN
ya ADJ
kuendesha NOUN
serikali NOUN
. PUNCT

Maandamano NOUN
yamefanyika VERB
katika ADP
miji NOUN
mbalimbali ADJ
ya ADJ
DRC PROPN
kuunga NOUN
mkono NOUN
rais NOUN
Tshisekedi PROPN
huku CCONJ
jumuiya NOUN
ya ADJ
kimataifa ADJ
ikitaka VERB
pande NOUN
husika ADJ
katika ADP
mzozo NOUN
wa ADJ
kisiasa ADJ
wa ADJ
nchi NOUN
hiyo ADJ
kujadiliana NOUN
na CCONJ
kuhakikisha NOUN
kuna AUX
utulivu NOUN
. PUNCT

Viongozi NOUN
wa ADJ
chama NOUN
cha ADJ
kabila PROPN
cha ADJ
PPRD PROPN
kama SCONJ
Kambere PROPN
Kalumbi PROPN
anamtaja VERB
rais NOUN
Tshisekedi PROPN
kama SCONJ
dikteta NOUN
na CCONJ
kwamba SCONJ
hawatakubali VERB
. PUNCT

Akihutubia VERB
Bunge NOUN
hii ADJ
leo ADV
, PUNCT
rais NOUN
Tshisekedi PROPN
amesema VERB
kwamba SCONJ
lengo NOUN
kubwa ADJ
la ADJ
kuunda NOUN
muungano NOUN
kati ADP
yake PRON
na CCONJ
Kabila PROPN
lilikuwa AUX
kuleta NOUN
maendeleo NOUN
lakini CCONJ
baadhi SCONJ
ya SCONJ
watu NOUN
wameuvuruga VERB
muungano NOUN
huo ADJ
na CCONJ
kukosa NOUN
kutimiza NOUN
malengo NOUN
yake ADJ
ndio SCONJ
maana SCONJ
ameuvunja VERB
na CCONJ
kuunda NOUN
serikali NOUN
ya ADJ
umoja NOUN
wa ADJ
kitaifa ADJ
. PUNCT

Tshisekedi PROPN
ana VERB
matumaini NOUN
kwamba SCONJ
serikali NOUN
atakayounda VERB
itatimiza VERB
maslahi NOUN
ya ADJ
taifa NOUN
akisitiza VERB
kwamba SCONJ
atafanya VERB
kazi NOUN
na ADP
wale PRON
ambao PRON
wapo AUX
tayari ADV
kushirikiana NOUN
naye PRON
. PUNCT

Imetayarishwa VERB
na PART
Austere PROPN
Malivika PROPN
, PUNCT
VOA PROPN
, PUNCT
Goma PROPN
rais NOUN
wa ADJ
Marekani PROPN
Joe PROPN
Biden PROPN
Alhamisi NOUN
inatarajiwa VERB
kukutana NOUN
huko ADJ
White PROPN
House PROPN
na ADP
kundi NOUN
la ADJ
maseneta NOUN
wa ADJ
vyama NOUN
vya ADJ
Republican PROPN
na CCONJ
Democrat PROPN
baada ADP
ya ADP
maseneta NOUN
hao ADJ
kueleza NOUN
kwamba SCONJ
wamepiga VERB
hatua NOUN
ya ADJ
kuridhisha NOUN
kufikia NOUN
makubaliano NOUN
juu ADP
ya ADP
matumzi NOUN
ya ADJ
fedha NOUN
kwenye ADP
mradi NOUN
wa ADJ
miundombinu NOUN
wa ADJ
Biden PROPN
. PUNCT

Mazungumzo NOUN
ya ADJ
hivi kivumshi konyeshi
karibuni kielezi cha wakati
yalijikita VERB
kwenye ADP
mpango NOUN
wa ADJ
matumzi NOUN
ya ADJ
zaidi SCONJ
ya SCONJ
dola NOUN
trillioni NOUN
1 NUM
. PUNCT

Malengo NOUN
maalum ADJ
ya ADJ
mradi NOUN
huo ADJ
ni AUX
kuboresha NOUN
barabara NOUN
za ADJ
kitaifa ADJ
, PUNCT
mtandao NOUN
wa ADJ
umeme NOUN
na CCONJ
kupanua NOUN
upatikanaji NOUN
wa ADJ
mtandao NOUN
wa ADJ
internet PROPN
nchini ADV
kote ADV
. PUNCT

Awali ADV
, PUNCT
Rais NOUN
Biden PROPN
alipendekeza VERB
bajeti NOUN
ya ADJ
dola ADJ
trillioni ADJ
2.3 NUM
baadaye ADV
akaipunguza VERB
hadi ADP
kwenye ADP
dola ADJ
trillioni ADJ
1.7 NUM
ili SCONJ
kupata NOUN
uungwaji NOUN
mkono NOUN
wa ADJ
Warepublican NOUN
kufanikisha NOUN
mradi NOUN
wake ADJ
kwenye ADP
baraza NOUN
la ADJ
seneti NOUN
lililogawanyika VERB
juu ADP
ya ADP
gharama NOUN
ya ADJ
mradi NOUN
huo ADJ
. PUNCT

Moja SCONJ
ya SCONJ
suala NOUN
lililosababisha VERB
mgawanyiko NOUN
kati katikati ya/ kati ya
ya SCONJ
Warepublican NOUN
na CCONJ
Wademocrat NOUN
ni AUX
kuhusu ADP
namna NOUN
ya ADP
kufadhili NOUN
mradi NOUN
huo ADJ
. PUNCT

Biden PROPN
alipendekeza VERB
kuongeza NOUN
kodi NOUN
kwenye ADP
mapato NOUN
ya ADJ
makampuni NOUN
, PUNCT
lakini CCONJ
Warepublican NOUN
walipinga VERB
pendekezo NOUN
hilo ADJ
. PUNCT

Chanzo NOUN
cha ADJ
Habari NOUN
: PUNCT
VOA PROPN
Baraza NOUN
la ADJ
mawaziri NOUN
nchini ADV
Uganda PROPN
limeidhinisha VERB
mpango NOUN
wa ADJ
serikali NOUN
wa ADJ
kukarabati NOUN
reli NOUN
ya ADJ
kitambo ADV
kutoka ADP
Malaba PROPN
, PUNCT
mpaka NOUN
wa ADJ
Kenya PROPN
na CCONJ
Uganda PROPN
, PUNCT
hadi ADP
Kampala PROPN
. PUNCT

Mpango NOUN
huo ADJ
unazima VERB
mpango NOUN
wa ADJ
awali ADV
wa ADJ
ujenzi NOUN
wa ADJ
reli NOUN
ya ADJ
mwendo NOUN
wa ADJ
wastani NOUN
- PUNCT
SGR PROPN
, PUNCT
na CCONJ
hakuna AUX
ripoti NOUN
yoyote ADJ
kuhusu ADP
ujenzi NOUN
wake ADJ
. PUNCT

Taarifa NOUN
iliyotolewa VERB
jumanne ADV
na ADP
kituo NOUN
cha ADJ
habari NOUN
cha ADJ
serikali NOUN
, PUNCT
inasema VERB
kwamba SCONJ
ukarabati NOUN
wa ADJ
reli NOUN
hiyo ADJ
" PUNCT
itakuwa VERB
hatua NOUN
muhimu ADJ
sana ADV
katika ADP
kuimarisha NOUN
shughli NOUN
ya ADP
kubeba NOUN
mizigo NOUN
na CCONJ
abiria NOUN
nchini ADV
Uganda PROPN
. PUNCT
" PUNCT

Taarifa NOUN
hiyo ADJ
inaendelea VERB
kusema NOUN
kwamba SCONJ
, PUNCT
reli NOUN
hiyo ADJ
itapunguza VERB
gharama NOUN
ya ADP
kufanya NOUN
biashara NOUN
, PUNCT
kuimarisha NOUN
mapato NOUN
ya ADJ
nchini ADV
, PUNCT
na CCONJ
kuboresha NOUN
maisha NOUN
ya ADJ
raia NOUN
wa ADJ
Uganda PROPN
. PUNCT

Ukarabati NOUN
wa ADJ
reli NOUN
hiyo ADJ
utagharimu VERB
shilingi ADV
trilioni ADV
1.4 NUM
za ADJ
Uganda PROPN
na CCONJ
unakuja VERB
wakati ADV
Uganda PROPN
inakabiliwa VERB
na PART
gharama NOUN
ghali ADJ
ya ADJ
kusafirisha NOUN
mizigo NOUN
kwa ADP
kutumia NOUN
barabara NOUN
. PUNCT

Kwa ADV
sasa ADV
, PUNCT
inagharimu VERB
dola NOUN
3600 NUM
kusafirisha NOUN
kasha NOUN
la ADJ
futi NOUN
40 NUM
kutoka ADP
bandari NOUN
ya ADJ
Mombasa PROPN
, PUNCT
Kenya PROPN
hadi ADP
Kampala PROPN
kwa ADP
kutumia NOUN
barabara NOUN
. PUNCT

Mzigo NOUN
kama ADV
huo ADJ
unagharimu VERB
dola NOUN
1, 800 NUM
. PUNCT

Kulingana SCONJ
na SCONJ
muungano NOUN
wa ADJ
wafanyabiashara NOUN
jijini NOUN
Kampala PROPN
- PUNCT
KACITA PROPN
, PUNCT
asilimia NOUN
50 NUM
ya ADJ
bei NOUN
ya ADJ
mizigo NOUN
inayosafirishwa VERB
kutoka ADP
Mombasa PROPN
hadi ADP
Kampala PROPN
, PUNCT
ndio AUX
gharama NOUN
inayotumika VERB
kwa ADP
usafiri NOUN
. PUNCT

Hivi ADV
karibuni ADV
, PUNCT
rais NOUN
Yoweri PROPN
Museveni PROPN
alizindua VERB
ujenzi NOUN
wa ADJ
reli NOUN
kutoka ADP
mji NOUN
wa ADJ
Tororo PROPN
, PUNCT
mpakani ADP
mwa ADP
Kenya PROPN
na CCONJ
Uganda PROPN
hadi ADP
Gulu PROPN
, PUNCT
kaskazini ADP
mwa ADP
Uganda PROPN
. PUNCT

Museveni PROPN
alisema VERB
kwamba SCONJ
usafiri NOUN
wa ADJ
reli NOUN
ambao ADJ
mara ADV
ya ADV
mwisho ADV
kufika NOUN
Gulu PROPN
ilikuwa AUX
ni AUX
mwaka NOUN
186 NUM
, PUNCT
utaanza VERB
tena ADV
kwa SCONJ
sababu SCONJ
Serikali NOUN
yake PRON
inatambua VERB
kwamba SCONJ
usafiri NOUN
kwa ADJ
gharama NOUN
nafuu ADJ
ni AUX
muhimu ADJ
kwa ADP
ukuaji NOUN
wa ADJ
biashara NOUN
. PUNCT

Reli NOUN
kutoka ADP
Malaba PROPN
hadi ADP
Kampala PROPN
, PUNCT
yenye PRON
urefu NOUN
wa ADJ
kilomita NOUN
273 NUM
ni AUX
muhimu ADJ
pia SCONJ
kwa ADP
bidhaa NOUN
za ADJ
Uganda PROPN
zinazouzwa VERB
nje ADP
ya ADP
nchi NOUN
kupitia NOUN
bandari NOUN
ya ADJ
Mombasa PROPN
. PUNCT

Reli NOUN
hiyo ADJ
inapita VERB
katika ADP
wilaya NOUN
9 NUM
za ADJ
Tororo PROPN
, PUNCT
Butaleja PROPN
, PUNCT
Iganda PROPN
, PUNCT
Mayuge PROPN
, PUNCT
Jinja PROPN
, PUNCT
Buikwe PROPN
, PUNCT
Mukono PROPN
, PUNCT
Wakiso PROPN
na CCONJ
Kampala PROPN
. PUNCT

Serikali NOUN
imesema VERB
kwamba SCONJ
baada ADP
ya ADP
ukarabati NOUN
wake ADJ
, PUNCT
mizigo NOUN
yote ADJ
kutoka ADP
bandari NOUN
ya ADJ
Mombasa PROPN
, PUNCT
ambayo ADJ
imekuwa AUX
ikisafirishwa VERB
kwa ADP
kutumia NOUN
barabara NOUN
, PUNCT
itasafirishwa VERB
kwa ADP
reli NOUN
ili SCONJ
kupunguza NOUN
gharama NOUN
ya ADJ
usafiri NOUN
na CCONJ
ukarabati NOUN
wa ADJ
barabara NOUN
kila ADV
mara ADV
. PUNCT

Umoja NOUN
wa ADJ
ulaya NOUN
utasaidia VERB
serikali NOUN
ya ADJ
Uganda PROPN
katika ADP
kufadhili NOUN
ujenzi NOUN
wa ADJ
reli NOUN
kutoka ADP
Tororo PROPN
hadi ADP
Gulu PROPN
, PUNCT
yenye PRON
urefu NOUN
kwa ADJ
kilomita NOUN
375 NUM
. PUNCT

Serikali NOUN
ya ADJ
Uganda PROPN
pia SCONJ
imeanza VERB
mipango NOUN
ya ADJ
kufufua NOUN
usafiri NOUN
wa ADJ
meli NOUN
kutoka ADP
Kisumu PROPN
Kenya PROPN
hadi ADP
bandari NOUN
za ADJ
Kasensero PROPN
na CCONJ
Bukakata PROPN
. PUNCT

Imetayarishwa VERB
na PART
Kennes PROPN
Bwire PROPN
, PUNCT
VOA PROPN
, PUNCT
Washington PROPN
DC PROPN
Watumiaji NOUN
wa ADJ
mitandao NOUN
ya ADJ
kijamii ADJ
nchini ADV
China PROPN
wanafuatilia VERB
uchaguzi NOUN
mkuu ADJ
wa ADJ
Marekani PROPN
kwa ADP
kuandika NOUN
jumbe NOUN
za ADJ
kejeli ADJ
hasa ADV
baada ADP
ya ADP
rais NOUN
Donald PROPN
Trump PROPN
kudai NOUN
kwamba SCONJ
alikuwa AUX
anaongoza VERB
katika ADP
hesabu NOUN
ya ADJ
kura NOUN
. PUNCT

Wameandika VERB
kwamba SCONJ
hatua NOUN
ya ADJ
rais NOUN
Trump PROPN
ni AUX
sawa SCONJ
na SCONJ
kujitangaza NOUN
mshindi NOUN
kabla ADP
ya ADP
mashindano NOUN
kukamilika NOUN
. PUNCT

Wakati NOUN
raia NOUN
wa ADJ
China PROPN
wanakejeli VERB
rais NOUN
Donald PROPN
Trump PROPN
, PUNCT
izingatiwe VERB
kwamba SCONJ
viongozi NOUN
wa ADJ
chama NOUN
cha ADJ
Kikomunisti ADJ
, PUNCT
kinachotawala VERB
nchini ADV
China PROPN
, PUNCT
huchaguliwa VERB
katika ADP
mchakato NOUN
wa ADJ
siri NOUN
na CCONJ
ambao PRON
huhudhuriwa VERB
na PART
wanachama NOUN
pekee ADJ
. PUNCT

Uhusiano NOUN
kati SCONJ
ya SCONJ
China PROPN
na CCONJ
Marekani PROPN
umekuwa AUX
mbaya ADJ
katika ADP
utawala NOUN
wa ADJ
rais NOUN
Donald PROPN
Trump PROPN
hasa ADV
kuhusu ADP
hati NOUN
miliki ADJ
za ADJ
kiteknolojia ADJ
, PUNCT
biashara NOUN
na CCONJ
Hong PROPN
Kong PROPN
, PUNCT
Pamoja SCONJ
na SCONJ
janga NOUN
la ADJ
virusi NOUN
vya ADJ
Corona PROPN
. PUNCT

Utawala NOUN
wa ADJ
rais NOUN
Trump PROPN
imeiwekea VERB
China PROPN
vikwazo NOUN
kadhaa ADJ
vya ADJ
Kiuchumi ADJ
. PUNCT

Serikali NOUN
ya ADJ
Kenya PROPN
imesisitiza VERB
kuwa SCONJ
maisha NOUN
ya ADJ
raia NOUN
wake ADJ
ni AUX
muhimu ADJ
mno ADV
kuliko SCONJ
kitu NOUN
kingine ADJ
, PUNCT
kufuatia NOUN
hatua NOUN
yake ADJ
ya ADJ
mwishoni ADP
mwa ADP
wiki NOUN
kupiga NOUN
marufuku NOUN
mara ADV
moja ADV
ununuzi NOUN
wa ADJ
mahindi NOUN
kutoka ADP
mataifa NOUN
jirani ADP
ya ADP
Tanzania PROPN
na CCONJ
Uganda PROPN
kwa ADP
kile PRON
inachokitaja VERB
ni AUX
kuwepo VERB
kwa ADP
viwango NOUN
vya ADJ
juu ADJ
vya ADJ
sumu NOUN
kwenye ADP
mahindi NOUN
hayo ADJ
. PUNCT

Mamlaka NOUN
ya ADJ
kilimo NOUN
na CCONJ
chakula NOUN
nchini ADV
humo ADJ
, PUNCT
ikijibu VERB
madai NOUN
ya ADJ
serikali NOUN
ya ADJ
Tanzania PROPN
kuwa SCONJ
haijapokea VERB
ithibati NOUN
rasmi ADJ
ya ADJ
marufuku NOUN
hiyo ADJ
, PUNCT
imeeleza VERB
kuwa SCONJ
malori NOUN
yaliopo VERB
katika ADP
mpaka NOUN
wa ADJ
Namanga PROPN
hayataruhusiwa VERB
kuingia NOUN
Kenya PROPN
hadi ADP
suala NOUN
hilo ADJ
lisuluhishwe VERB
, PUNCT
kama SCONJ
anavyoripoti VERB
mwandishi NOUN
wetu ADJ
wa ADJ
Nairobi PROPN
, PUNCT
Kennedy PROPN
Wandera PROPN
. PUNCT

Kufuatia NOUN
matamshi NOUN
ya ADJ
serikali NOUN
ya ADJ
Tanzania PROPN
mwishoni ADP
mwa ADP
wiki NOUN
kuwa SCONJ
haijapokea VERB
ithibati NOUN
rasmi ADJ
ya ADJ
kupigwa NOUN
marufuku NOUN
mahindi NOUN
yake ADJ
kuingia NOUN
Kenya PROPN
kwa ADP
madai NOUN
ya ADP
kuwa AUX
na CCONJ
viwango NOUN
vya ADJ
juu ADJ
vya ADJ
sumu NOUN
vinavyoyafanya VERB
kutokuwa AUX
salama NOUN
kwa ADP
matumizi NOUN
ya ADJ
binadamu NOUN
, PUNCT
serikali NOUN
ya ADJ
Kenya PROPN
inaeleza VERB
kuwa SCONJ
imefanya VERB
hivyo ADV
kwa SCONJ
sababu SCONJ
maisha NOUN
ya ADJ
raia NOUN
wake ADJ
ni AUX
muhimu ADJ
mno ADV
kuliko ADV
kitu NOUN
kingine ADJ
. PUNCT

Mkurugenzi NOUN
mkuu ADJ
wa ADJ
halmashauri NOUN
ya ADJ
Kilimo NOUN
na CCONJ
Chakula NOUN
, PUNCT
Kenya PROPN
, PUNCT
Kello PROPN
Harsama PROPN
, PUNCT
ambaye ADJ
ameiandikia VERB
mamlaka NOUN
ya ADJ
ushuru NOUN
nchini ADV
Kenya ADV
kusimamisha NOUN
mara ADV
moja ADV
uingizaji NOUN
wa ADJ
mahindi NOUN
kutoka ADP
mataifa NOUN
jirani ADJ
ya ADJ
Tanzania PROPN
na CCONJ
Uganda PROPN
, PUNCT
ameieleza VERB
VOA PROPN
kuwa SCONJ
Kenya PROPN
haiwezi VERB
kuchukulia NOUN
kimzaha ADJ
afya NOUN
ya ADJ
raia NOUN
wake ADJ
. PUNCT

Mamlaka NOUN
hayo ADJ
yaliyo VERB
na PART
majukumu NOUN
ya ADJ
kusimamia NOUN
, PUNCT
kustawisha NOUN
na CCONJ
kuendeleza NOUN
kilimo NOUN
na CCONJ
chakula NOUN
nchini ADV
Kenya ADV
inaeleza VERB
kuwa SCONJ
hivi ADV
karibuni ADV
inatangaza VERB
mfumo NOUN
na CCONJ
utaratibu NOUN
mpya ADJ
wa ADJ
kuingiza NOUN
chakula NOUN
nchini ADV
Kenya ADV
. PUNCT

Na CCONJ
anayesajiliwa VERB
ni AUX
lazima AUX
apewe VERB
vyeti NOUN
vya ADJ
kuingiza NOUN
chakula NOUN
. PUNCT

Jumamosi ADV
na CCONJ
Jumapili ADV
, PUNCT
misururu NOUN
mirefu ADJ
ya ADJ
malori NOUN
yaliobeba VERB
mahindi NOUN
yalikataliwa VERB
kuingia NOUN
Kenya PROPN
kupitia NOUN
mpaka NOUN
wake ADJ
na CCONJ
Tanzania PROPN
eneo NOUN
la ADJ
Namanga PROPN
, PUNCT
na CCONJ
Harsama PROPN
anaeleza VERB
kuwa SCONJ
hayawezi VERB
kuruhusiwa NOUN
Kenya PROPN
hadi ADP
tatizo NOUN
hili ADJ
lipatiwe VERB
suluhu NOUN
. PUNCT

Hatua NOUN
hii ADJ
ya ADJ
Kenya PROPN
inatajwa VERB
kukiuka NOUN
mkataba NOUN
wa ADJ
Jumuiya NOUN
ya ADJ
umoja NOUN
wa ADJ
Afrika PROPN
Mashariki PROPN
na CCONJ
itifaki NOUN
ya ADJ
soko NOUN
la ADJ
pamoja NOUN
la ADJ
jumuiya NOUN
hiyo ADJ
lakini CCONJ
si AUX
mara ADV
ya ADV
kwanza ADV
Kenya PROPN
na CCONJ
Tanzania PROPN
kujikuta NOUN
hapa PRON
. PUNCT

Mwaka NOUN
2017 NUM
, PUNCT
serikali NOUN
ya ADJ
Tanzania PROPN
iliwakamata VERB
na CCONJ
kuwapiga NOUN
mnada NOUN
zaidi SCONJ
ya SCONJ
ng'ombe NOUN
elfu ADJ
moja ADJ
wa ADJ
wachungaji NOUN
wa ADJ
Kenya PROPN
walioripotiwa VERB
kuvuka NOUN
mpaka NOUN
na CCONJ
kuingia NOUN
Tanzania PROPN
na CCONJ
vile ADV
vile ADV
kuteketeza NOUN
vifaranga NOUN
zaidi SCONJ
ya SCONJ
elfu ADJ
sita ADJ
kutoka ADP
Kenya PROPN
kwa ADP
madai NOUN
ya ADP
kusambaza NOUN
homa NOUN
ya ADJ
ndege NOUN
nchini ADV
humo ADJ
. PUNCT

Wakati NOUN
huo ADJ
serikali NOUN
ya ADJ
Kenya PROPN
, PUNCT
iliishtumu VERB
Tanzania PROPN
kwa ADP
kufanya NOUN
hivyo ADV
bila ADP
kuieleza NOUN
Kenya PROPN
. PUNCT

Hatua NOUN
hiyo ADJ
ikizua VERB
mzozo NOUN
wa ADJ
kidiplomasia ADJ
kati SCONJ
ya SCONJ
nchi NOUN
hizi ADJ
jirani NOUN
. PUNCT

Hata ADV
hivyo ADV
, PUNCT
Harsama PROPN
anaeleza VERB
kuwa SCONJ
hatua NOUN
hii ADJ
ya ADJ
kupiga NOUN
marufuku NOUN
uingizaji NOUN
wa ADJ
mahindi NOUN
nchini ADV
mwake ADV
hauhusu VERB
Tanzania PROPN
pekee ADV
na CCONJ
hivyo ADV
basi ADV
haliwezi VERB
kuwa AUX
suala NOUN
la ADJ
kidiplomasia ADJ
. PUNCT

Waziri NOUN
msaidizi ADJ
wa ADJ
Kilimo NOUN
nchini ADV
