eng	pcm
She said law enforcement from the federal, state and local levels were working together and comprehensive, coordinated plans were in place to ensure safety.	She tok say law enforcement agents from di federal, state and local level dey work togeda, and comprehensive, coordinated plan don dey ground to ensure safety.
Several police officers have been suspended as investigations into the January 6 riot continue, she said.	She tok say dem don suspend plenti police officers as dem continue to dey investigate di January 6 riot.
Why Zuba fruit market needs urgent intervention	Reason why Zuba fruit market need kia-kia intervention.
For traders and farmers of fruits and vegetables in the country, the Zuba international market, as it is called, is a major selling hub.	For traders and farmers wey dey sell fruit and vegetables in di kontri, di Zuba international market, as dem dey call am, na major selling place.
The market serves not only the Federal Capital Territory (FCT) but neighbouring states as well.	No be only di Federal Capital Territory (FCT) dis market dey serve but all di states wey dey around too.
No doubt, the market is a source of income for thousands of people, mostly women and young ones trading in fresh produce in and around Abuja, the nations capital.	No be lie say di market na wia thouands of pipo dey see moni, most of dis pipo be women and small pikin wey dey buy and sell fresh produce inside and around Abuja wey be di nation capital.
Hundreds of tonnes of fruits like oranges, pawpaw, banana, plantain, pineapple, coconut, watermelon and others, as well as vegetables, make it to the market daily.	Na plenti tonnes of fruits like orange, pawpaw, banana, plantain, pineapple, coconut, watermelon, vegetable and odas, dey enta di market evriday.
Our reporter who visited the market on Tuesday witnessed increased activities around imported apple and coconut businesses as a major wholesale ground for retailers.	Awa tori-pesin wey go di market on Tuesday see say buying and selling plenti for imported apple and coconut business, and di market na major wholesale ground for people wey wan re-sell. 
Over 70 percent of the fruits consumed in the FCT and neighbouring states come from this market, where thousands congregate as early as 5am every day to do business.	Na dis market over 70 percent of di fruits wey dem dey chop inside di FCT and states wey dey around dey from kom. Pipo gada as earli as 5am evriday to do business.
Tonnes of plantain displayed for sale in the market on Tuesday.	Plenti tonnes of plantain na im dem display to sell in di market on Tuesday.
However, despite the huge potentials of the market to strengthen the horticultural business locally and internationally, there are challenges that have remained for many years.	Even say dis market get big potentials to strengthen di agric business locally and internationally, e get plenti challenges wey don dey for many years.
The market is still very much unorganized, and the fruits are mostly placed on dirty grounds, raising serious public health concern, especially as the country joins the rest of the world to combat the COVID-19 pandemic.	Di market still dey very rough, and na dirty ground dem dey put all di fruits. Dis dey make pipo worri on di health implication, especially as di kontri dey follow di rest of di world fight COVID-19  disease.
Also, fresh fruits share common ground with rotten ones and wastages that are already infested with germs and diseases.	Also, na di same place dem dey pack fresh fruits and rotten ones put, and even di ones wey be wastage wey don get germs and diseases.
Dusts from thousands of legs walking around the filthy environment also expose many people to germs, making them vulnerable to diseases.	Plenti pipo also dey open to germs wey dey cause diseases becos of di dust from many legs wey dey walk for di dirty environment.
Again, the absence of necessary infrastructures like cold rooms, good road network, water, standard shops, clean ground facilities for placing fruits, and a host of other factors heighten major safety concern and place everyone eating fruits in Abuja and its environs at high risk.	Again, di lack of necessary tins like cold room, gud road, water, standard shops, clean ground wey dem go dey put di fruits, and odas dey increase pipo concern on how safe di fruits dey, and e dey put evribodi wey dey chop fruits for Abuja and nearby at high risk.
But despite these challenges, activities in the market put money in the pockets of many and generate revenue for the government too.	But even as dis challenges dey so, activities for di market dey put moni for many pipo pocket, and e dey generate revenue for di government too.
Our reporter spoke to a number of farmers and dealers who have been doing business in the area for many years.	Awa tori-pesin follow som farmers and dealers who don dey do business for di area for plenti years tok.
Tarsoo Alex, who has orange orchards in Vandikya, Benue State, said he supplied over 60 bags of oranges to the market on Tuesday.	Tarsoo Alex, who get orange farm for Vandikya, Benue State, tok say e supply more dan 60 bag of orange to di market on Tuesday.
But he lost about five bags to excessive heat, occasioned by scorching sun.	But na about five bag e loose becos of too much heat, wey di plenti sun cause.
He was afraid that if buyers did not come early, he could lose more.	E dey fear say if buyers no kom early, e fit loose more.
According to him, a bag of oranges costs between N6,000 and N7,500, but his income is significantly reduced by huge cost of transportation from his farm in Benue to Zuba.	As e tok, 1 bag of orange na between N6,000 and N7,500, but im profit don too reduce becos of transportation wey cost from im farm for Benue to Zuba.
To address the issue of wastages, he said many of the farmers were embracing jute bags, which allow air to penetrate instead of polythene bags that generate excessive heat for the fruits.	To stop di issue of wastage, e tok say plenti of di farmers don dey use jute bags, wey go allow air enter, instead of nylon bag wey go cause plenti heat for di fruits.
Unlike oranges, plantains are everywhere now because this is its season, a young man who preferred to be simply called Pastor told our reporter.	Unlike orange, plantain dey evriwia now becos na di season be dis, one young man wey go like make dem call am just Pastor na im tell awa tori-pesin dis.
He said that before noon, all the plantains would have been bought.	E tok say befor aftanoon, dem go don buy all di plantain finish.
He helps farmers to sell their produce.	E dey help farmers sell dia market.
